[10-14-2005] [13:27:21] CFileUpEe::ProcessRequest()				 - Src File: FileUpEe.cpp Line#: 3078
[10-14-2005] [13:27:21] CFileEe::get_ContentDisposition()				 - Src File: SAFile.cpp Line#: 4377
[10:14:2005] [13:27:21] CMimeComposer::AddFile()				 - Src File: MimeComposer.cpp Line#: 204
[10:14:2005] [13:27:21] CMimePart::CMimePart() Constructor				 - Src File: c:\softartisans\products\filetransfer\fileupee\src\mimeclient\MimePart.h Line#: 80
[10:14:2005] [13:27:21] CMimePart::FinalConstruct()				 - Src File: c:\softartisans\products\filetransfer\fileupee\src\mimeclient\MimePart.h Line#: 146
[10:14:2005] [13:27:21] CMimePart::put_ContentID()				 - Src File: MimePart.cpp Line#: 832
[10:14:2005] [13:27:21] CMimePart::put_ContentID() - Content ID:  994FF9DF-32E0-4971-B247-DAE3464088B7				 - Src File: MimePart.cpp Line#: 833
[10:14:2005] [13:27:21] CMimePart::OpenStream()				 - Src File: MimePart.cpp Line#: 976
[10:14:2005] [13:27:21] CMimePart::CheckStreamType()				 - Src File: MimePart.cpp Line#: 1094
[10:14:2005] [13:27:21] CMimePart::OpenFileStream()				 - Src File: MimePart.cpp Line#: 1107
[10:14:2005] [13:27:21] CFileBinaryStream::CFileBinaryStream()				 - Src File: c:\softartisans\products\filetransfer\fileupee\src\mimeclient\FileBinaryStream.h Line#: 26
[10:14:2005] [13:27:21] CFileBinaryStream::FinalConstruct()				 - Src File: c:\softartisans\products\filetransfer\fileupee\src\mimeclient\FileBinaryStream.h Line#: 57
[10:14:2005] [13:27:21] CFileBinaryStream::Init()				 - Src File: FileBinaryStream.cpp Line#: 275
[10:14:2005] [13:27:21] CMimePart::CloseStream()				 - Src File: MimePart.cpp Line#: 996
[10:14:2005] [13:27:21] CFileBinaryStream::Close()				 - Src File: FileBinaryStream.cpp Line#: 434
[10:14:2005] [13:27:21] CMimePart::put_FileName()				 - Src File: MimePart.cpp Line#: 1756
[10:14:2005] [13:27:21] CMimeComposer::Add()				 - Src File: MimeComposer.cpp Line#: 475
[10:14:2005] [13:27:21] CMimeComposer::Add() - Key:  994FF9DF-32E0-4971-B247-DAE3464088B7				 - Src File: MimeComposer.cpp Line#: 476
[10:14:2005] [13:27:21] CMimeParts::Add()				 - Src File: MimeParts.cpp Line#: 29
[10:14:2005] [13:27:21] CMimeParts::get_Item()				 - Src File: MimeParts.cpp Line#: 70
[10:14:2005] [13:27:21] CMimePart::put_Name()				 - Src File: MimePart.cpp Line#: 1622
[10:14:2005] [13:27:21] CMimePart::put_Name() - Name:  myFile				 - Src File: MimePart.cpp Line#: 1623
[10:14:2005] [13:27:21] CMimePart::put_ContentDisposition()				 - Src File: MimePart.cpp Line#: 911
[10:14:2005] [13:27:21] CMimePart::get_ContentID()				 - Src File: MimePart.cpp Line#: 844
[10:14:2005] [13:27:21] CMimePart::put_OwnFile()				 - Src File: MimePart.cpp Line#: 2179
[10-14-2005] [13:27:21] CFileEe::FinalConstruct()				 - Src File: SAFile.cpp Line#: 63
[10-14-2005] [13:27:21] CFileEe::put_ClientPath()				 - Src File: SAFile.cpp Line#: 5931
[10-14-2005] [13:27:21] CFileEe::put_ContentDisposition()				 - Src File: SAFile.cpp Line#: 4431
[10-14-2005] [13:27:21] CFileEe::FinalRelease()				 - Src File: SAFile.cpp Line#: 134
[10-14-2005] [13:27:21] CFileEe::~CFileEe()				 - Src File: SAFile.cpp Line#: 31
[10:14:2005] [13:27:21] CMimeParts::get_Item()				 - Src File: MimeParts.cpp Line#: 70
[10:14:2005] [13:27:21] CMimePart::get_TempFile()				 - Src File: MimePart.cpp Line#: 1896
[10:14:2005] [13:27:21] CMimePart::get_FileName()				 - Src File: MimePart.cpp Line#: 1734
[10:14:2005] [13:27:21] CMimePart::get_Name()				 - Src File: MimePart.cpp Line#: 1600
[10:14:2005] [13:27:21] CMimePart::get_Name() - Name:  SUB1				 - Src File: MimePart.cpp Line#: 1614
[10:14:2005] [13:27:21] CMimePart::get_BodyText()				 - Src File: MimePart.cpp Line#: 524
[10:14:2005] [13:27:21] CMimePart::get_Size()				 - Src File: MimePart.cpp Line#: 1281
[10:14:2005] [13:27:21] CSASmartStream::Seek()				 - Src File: SASmartStream.cpp Line#: 190
[10:14:2005] [13:27:21] CSASmartStream::Read()				 - Src File: SASmartStream.cpp Line#: 39
[10:14:2005] [13:27:21] CSASmartStream::Read()				 - Src File: SASmartStream.cpp Line#: 39
[10-14-2005] [13:27:21] CSoapEnvelope::get_Files()				 - Src File: SoapEnvelope.cpp Line#: 519
[10-14-2005] [13:27:21] CFileUpEe::SendRequest()				 - Src File: FileUpEe.cpp Line#: 6132
[10:14:2005] [13:27:21] CHttpClient::Open()				 - Src File: HttpClient.cpp Line#: 380
[10:14:2005] [13:27:21] WinHttpOpenRequest() Succeeded.  Method:  POST				 - Src File: HttpClient.cpp Line#: 596
[10:14:2005] [13:27:21] WinHttpOpenRequest() Succeeded.  Object:  /FileUpEE_Test/fileserver.asp				 - Src File: HttpClient.cpp Line#: 597
[10:14:2005] [13:27:21] CHttpClient::SetRequestHeader()				 - Src File: HttpClient.cpp Line#: 1045
[10:14:2005] [13:27:21] CHttpClient::SetRequestHeader()				 - Src File: HttpClient.cpp Line#: 1045
[10:14:2005] [13:27:21] CHttpClient::SetRequestHeader()				 - Src File: HttpClient.cpp Line#: 1045
[10:14:2005] [13:27:21] CHttpClient::SetRequestHeader()				 - Src File: HttpClient.cpp Line#: 1045
[10:14:2005] [13:27:21] CHttpClient::SetRequestHeader()				 - Src File: HttpClient.cpp Line#: 1045
[10:14:2005] [13:27:21] CHttpClient::SetRequestHeader()				 - Src File: HttpClient.cpp Line#: 1045
[10-14-2005] [13:27:21] CSoapEnvelope::InitLog()				 - Src File: SoapEnvelope.cpp Line#: 326
[10-14-2005] [13:27:21] CSoapEnvelope::InitLog()				 - Src File: SoapEnvelope.cpp Line#: 326
[10-14-2005] [13:27:21] CSoapEnvelope::get_XmlStream()				 - Src File: SoapEnvelope.cpp Line#: 535
[10-14-2005] [13:27:21] CSoapEnvelope::SerializeLogInfo()				 - Src File: SoapEnvelope.cpp Line#: 922
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 823
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 837
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 823
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 837
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 823
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 837
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 823
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 837
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 823
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 837
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 823
[10-14-2005] [13:27:21] CSoapEnvelope::AddMemberNode()				 - Src File: SoapEnvelope.cpp Line#: 837
[10-14-2005] [13:27:21] CFileEe::Serialize()				 - Src File: SAFile.cpp Line#: 711
[10-14-2005] [13:27:21] CFileEe::AppendTextWithXmlFix()				 - Src File: SAFile.cpp Line#: 681
[10-14-2005] [13:27:21] CFileEe::AddMemberNode()				 - Src File: SAFile.cpp Line#: 591
[10-14-2005] [13:27:21] CFileEe::AddMemberNode()				 - Src File: SAFile.cpp Line#: 591
[10-14-2005] [13:27:21] CFileEe::AddMemberNode()				 - Src File: SAFile.cpp Line#: 591
[10-14-2005] [13:27:21] CFileEe::AddMemberNode()				 - Src File: SAFile.cpp Line#: 578
[10-14-2005] [13:27:21] CFileEe::AddMemberNode()				 - Src File: SAFile.cpp Line#: 591
[10:14:2005] [13:27:21] CMimePart::put_Body()				 - Src File: MimePart.cpp Line#: 1451
[10:14:2005] [13:27:21] CSASmartStream::Write()				 - Src File: SASmartStream.cpp Line#: 108
[10:14:2005] [13:27:21] CSASmartStream::Write()				 - Src File: SASmartStream.cpp Line#: 108
[10:14:2005] [13:27:21] CMimeComposer::get_ContentLength()				 - Src File: MimeComposer.cpp Line#: 88
[10:14:2005] [13:27:21] CMimeParts::get_Count()				 - Src File: MimeParts.cpp Line#: 63
[10:14:2005] [13:27:21] CMimeParts::get_Item()				 - Src File: MimeParts.cpp Line#: 70
[10:14:2005] [13:27:21] CMimePart::get_Size()				 - Src File: MimePart.cpp Line#: 1281
[10:14:2005] [13:27:21] CMimePart::get_MimeHeaders()				 - Src File: MimePart.cpp Line#: 1593
[10:14:2005] [13:27:21] CMimeParts::get_Item()				 - Src File: MimeParts.cpp Line#: 70
[10:14:2005] [13:27:21] CMimePart::get_Size()				 - Src File: MimePart.cpp Line#: 1281
[10:14:2005] [13:27:21] CMimePart::get_MimeHeaders()				 - Src File: MimePart.cpp Line#: 1593
[10:14:2005] [13:27:21] CHttpClient::SetRequestHeader()				 - Src File: HttpClient.cpp Line#: 1045
[10:14:2005] [13:27:21] CMimeComposer::get_Boundary()				 - Src File: MimeComposer.cpp Line#: 59
[10:14:2005] [13:27:21] CHttpClient::SetRequestHeader()				 - Src File: HttpClient.cpp Line#: 1045
[10:14:2005] [13:27:21] CMimeComposer::get_OutputStream()				 - Src File: MimeComposer.cpp Line#: 340
[10:14:2005] [13:27:21] CHttpClient::SetRequestStream()				 - Src File: HttpClient.cpp Line#: 1933
[10:14:2005] [13:27:21] CHttpClient::Send()				 - Src File: HttpClient.cpp Line#: 886
[10:14:2005] [13:27:21] CHttpClient::StartSend()				 - Src File: HttpClient.cpp Line#: 1273
[10:14:2005] [13:27:21] CHttpClient::ContinueSend()				 - Src File: HttpClient.cpp Line#: 1414
[10:14:2005] [13:27:21] CMimeComposerStream::ReadPvt()				 - Src File: MimeComposerStream.cpp Line#: 1396
[10:14:2005] [13:27:21] CMimeParts::get_Item()				 - Src File: MimeParts.cpp Line#: 70
[10:14:2005] [13:27:21] CMimePart::get_OutputStream()				 - Src File: MimePart.cpp Line#: 781
[10:14:2005] [13:27:21] CMimePart::OpenMemoryStream()				 - Src File: MimePart.cpp Line#: 1241
[10:14:2005] [13:27:21] CSASmartStream::Seek()				 - Src File: SASmartStream.cpp Line#: 190
[10:14:2005] [13:27:21] CSASmartStream::Seek()				 - Src File: SASmartStream.cpp Line#: 190
[10:14:2005] [13:27:21] CMimePart::get_Size()				 - Src File: MimePart.cpp Line#: 1281
[10:14:2005] [13:27:21] CMimePart::get_MimeHeaders()				 - Src File: MimePart.cpp Line#: 1593
[10:14:2005] [13:27:21] CMimeComposerStream::ReadPvt()				 - Src File: MimeComposerStream.cpp Line#: 1396
[10:14:2005] [13:27:21] CSASmartStream::Read()				 - Src File: SASmartStream.cpp Line#: 39
[10:14:2005] [13:27:21] CMimeComposerStream::ReadPvt()				 - Src File: MimeComposerStream.cpp Line#: 1396
[10:14:2005] [13:27:21] CSASmartStream::Read()				 - Src File: SASmartStream.cpp Line#: 39
[10:14:2005] [13:27:21] CMimeComposerStream::ReadPvt()				 - Src File: MimeComposerStream.cpp Line#: 1396
[10:14:2005] [13:27:21] CMimeParts::get_Item()				 - Src File: MimeParts.cpp Line#: 70
[10:14:2005] [13:27:21] CMimePart::get_OutputStream()				 - Src File: MimePart.cpp Line#: 781
[10:14:2005] [13:27:21] CMimePart::OpenFileStream()				 - Src File: MimePart.cpp Line#: 1107
[10:14:2005] [13:27:21] CFileBinaryStream::Seek()				 - Src File: FileBinaryStream.cpp Line#: 153
[10:14:2005] [13:27:21] CFileBinaryStream::Init()				 - Src File: FileBinaryStream.cpp Line#: 275
[10:14:2005] [13:27:21] CMimePart::get_Size()				 - Src File: MimePart.cpp Line#: 1281
[10:14:2005] [13:27:21] CMimePart::get_MimeHeaders()				 - Src File: MimePart.cpp Line#: 1593
[10:14:2005] [13:27:21] CMimeComposerStream::ReadPvt()				 - Src File: MimeComposerStream.cpp Line#: 1396
[10:14:2005] [13:27:21] CFileBinaryStream::Read()				 - Src File: FileBinaryStream.cpp Line#: 48
[10:14:2005] [13:27:21] CMimeComposerStream::ReadPvt()				 - Src File: MimeComposerStream.cpp Line#: 1396
[10:14:2005] [13:27:21] CFileBinaryStream::Read()				 - Src File: FileBinaryStream.cpp Line#: 48
[10:14:2005] [13:27:21] CMimeComposerStream::ReadPvt()				 - Src File: MimeComposerStream.cpp Line#: 1396
[10:14:2005] [13:27:21] CMimeComposerStream::ReadPvt()				 - Src File: MimeComposerStream.cpp Line#: 1396
[10:14:2005] [13:27:21] CMimeComposerStream::ReadPvt()				 - Src File: MimeComposerStream.cpp Line#: 1396
[10:14:2005] [13:27:21] CHttpClient::GetResponseHeader()				 - Src File: HttpClient.cpp Line#: 291
[10:14:2005] [13:27:21] CHttpClient::ProcessResponse()				 - Src File: HttpClient.cpp Line#: 1676
[10:14:2005] [13:27:27] CHttpClient::GetResponseHeader()				 - Src File: HttpClient.cpp Line#: 291
[10:14:2005] [13:27:27] CHttpClient::ProcessSpecialHeaders()				 - Src File: HttpClient.cpp Line#: 2195
[10:14:2005] [13:27:27] CHttpClient::GetResponseHeader()				 - Src File: HttpClient.cpp Line#: 291
[10:14:2005] [13:27:27] CHttpClient::GetResponseHeader()				 - Src File: HttpClient.cpp Line#: 291
[10:14:2005] [13:27:27] CHttpClient::get_ResponseStream()				 - Src File: HttpClient.cpp Line#: 719
[10:14:2005] [13:27:27] CHttpClient::get_Status()				 - Src File: HttpClient.cpp Line#: 1159
[10:14:2005] [13:27:27] CMimeParser::put_InputStream()				 - Src File: MimeParser.cpp Line#: 378
[10:14:2005] [13:27:27] CMimeParser::get_MimeParts()				 - Src File: MimeParser.cpp Line#: 2598
[10:14:2005] [13:27:27] CMimeParser::ProcessRequest()				 - Src File: MimeParser.cpp Line#: 1556
